transaction_id,amount,payment_method,failure_reason,recovery_probability,priority,recommended_action,action_status,actual_recovered
TX00838,30852.91,Wallet,Technical Error,7.26,Low,Defer Recovery,Deferred,0
TX07970,304.66,Card,Technical Error,35.38,Low,Defer Recovery,Deferred,1
TX06816,28321.66,UPI,Bank Declined,19.85,Low,Defer Recovery,Deferred,0
TX05100,39224.68,UPI,Bank Declined,21.71,Low,Defer Recovery,Deferred,1
TX09291,2120.98,UPI,Insufficient Funds,97.38,High,Generate Payment Link,Payment Link Created,1
TX03307,11480.28,Card,Authentication Failed,0.65,Low,Defer Recovery,Deferred,0
TX01802,45550.63,UPI,Authentication Failed,99.93,High,Retry Payment,Retry Initiated,1
TX07451,36266.99,Wallet,Bank Declined,7.65,Low,Defer Recovery,Deferred,0
TX09609,45784.28,Wallet,Authentication Failed,98.55,High,Generate Payment Link,Payment Link Created,0
TX01809,30816.08,NetBanking,Bank Declined,99.44,High,Retry Payment,Retry Initiated,1
TX03432,18745.15,Wallet,Bank Declined,32.76,Low,Defer Recovery,Deferred,1
TX05635,21379.55,NetBanking,Authentication Failed,3.47,Low,Defer Recovery,Deferred,0
TX02555,38511.64,UPI,Authentication Failed,99.22,High,Generate Payment Link,Payment Link Created,1
TX04003,46894.45,NetBanking,Bank Declined,7.33,Low,Defer Recovery,Deferred,0
TX07035,21534.5,Card,Timeout,14.14,Low,Defer Recovery,Deferred,0
TX07107,9872.38,NetBanking,Bank Declined,99.16,High,Generate Payment Link,Payment Link Created,1
TX03592,25210.64,Wallet,Technical Error,99.76,High,Retry Payment,Retry Initiated,1
TX01036,27056.84,UPI,Bank Declined,97.3,High,Generate Payment Link,Payment Link Created,1
TX07921,26913.01,Wallet,Bank Declined,7.39,Low,Defer Recovery,Deferred,0
TX07025,30108.24,Card,Authentication Failed,35.86,Low,Defer Recovery,Deferred,1
TX07157,46507.34,Card,Bank Declined,7.09,Low,Defer Recovery,Deferred,0
TX09275,526.88,Wallet,Insufficient Funds,43.84,Medium,Send Notification,Notification Sent,0
TX04890,43298.48,Wallet,Authentication Failed,99.77,High,Retry Payment,Retry Initiated,1
TX05812,21072.48,NetBanking,Insufficient Funds,99.04,High,Generate Payment Link,Payment Link Created,0
TX07537,14326.47,Card,Technical Error,13.23,Low,Defer Recovery,Deferred,0
TX08925,1396.52,Wallet,Timeout,99.93,High,Retry Payment,Retry Initiated,1
TX02036,5287.57,Card,Technical Error,17.12,Low,Defer Recovery,Deferred,1
TX06204,47359.67,NetBanking,Bank Declined,99.87,High,Retry Payment,Retry Initiated,1
TX09399,19769.11,NetBanking,Authentication Failed,57.06,Medium,Send Notification,Notification Sent,1
TX08887,32633.49,NetBanking,Timeout,99.53,High,Generate Payment Link,Payment Link Created,1
TX03552,8956.34,Wallet,Bank Declined,21.75,Low,Defer Recovery,Deferred,1
TX00726,7301.17,UPI,Authentication Failed,98.53,High,Generate Payment Link,Payment Link Created,1
TX09245,47607.72,UPI,Timeout,1.91,Low,Defer Recovery,Deferred,0
TX00336,12013.71,UPI,Technical Error,4.88,Low,Defer Recovery,Deferred,0
TX08003,47944.17,NetBanking,Insufficient Funds,95.17,High,Generate Payment Link,Payment Link Created,0
TX07051,43056.67,UPI,Bank Declined,98.79,High,Retry Payment,Retry Initiated,1
TX09680,41863.25,UPI,Bank Declined,1.61,Low,Defer Recovery,Deferred,0
TX09648,20318.59,Wallet,Timeout,94.95,High,Generate Payment Link,Payment Link Created,1
TX07622,29473.32,UPI,Authentication Failed,99.09,High,Generate Payment Link,Payment Link Created,0
TX04994,8464.32,UPI,Authentication Failed,1.21,Low,Defer Recovery,Deferred,0
TX08298,7126.51,UPI,Insufficient Funds,1.52,Low,Defer Recovery,Deferred,0
TX06309,41583.07,UPI,Authentication Failed,97.64,High,Generate Payment Link,Payment Link Created,1
TX05851,7560.48,Card,Bank Declined,10.59,Low,Defer Recovery,Deferred,1
TX06772,14964.03,UPI,Bank Declined,1.87,Low,Defer Recovery,Deferred,0
TX01988,30708.75,NetBanking,Technical Error,6.17,Low,Defer Recovery,Deferred,0
TX03946,42648.04,UPI,Technical Error,13.8,Low,Defer Recovery,Deferred,0
TX06389,27222.37,NetBanking,Bank Declined,17.42,Low,Defer Recovery,Deferred,0
TX03667,15512.16,UPI,Technical Error,67.17,Medium,Send Notification,Notification Sent,1
TX07438,33155.26,Card,Authentication Failed,29.97,Low,Defer Recovery,Deferred,0
TX06528,36391.89,NetBanking,Authentication Failed,99.27,High,Generate Payment Link,Payment Link Created,1
TX05848,17759.9,Wallet,Timeout,98.78,High,Generate Payment Link,Payment Link Created,1
TX01497,12465.84,Wallet,Authentication Failed,3.3,Low,Defer Recovery,Deferred,1
TX01328,1721.08,UPI,Authentication Failed,99.58,High,Generate Payment Link,Payment Link Created,1
TX05830,34039.91,Wallet,Bank Declined,98.76,High,Retry Payment,Retry Initiated,1
TX04012,30094.03,UPI,Technical Error,97.79,High,Generate Payment Link,Payment Link Created,0
TX01273,14060.37,UPI,Authentication Failed,94.83,High,Generate Payment Link,Payment Link Created,0
TX08834,44944.78,Card,Bank Declined,14.72,Low,Defer Recovery,Deferred,1
TX03257,19904.78,NetBanking,Insufficient Funds,19.6,Low,Defer Recovery,Deferred,0
TX03026,35206.06,Wallet,Insufficient Funds,99.96,High,Retry Payment,Retry Initiated,1
TX00229,48041.24,NetBanking,Timeout,4.28,Low,Defer Recovery,Deferred,1
TX09300,31451.15,NetBanking,Authentication Failed,99.64,High,Retry Payment,Retry Initiated,1
TX07227,17125.98,Card,Authentication Failed,10.91,Low,Defer Recovery,Deferred,0
TX02116,22175.45,UPI,Technical Error,99.68,High,Retry Payment,Retry Initiated,1
TX08555,8285.59,Card,Insufficient Funds,99.22,High,Retry Payment,Retry Initiated,1
TX06395,2198.04,Wallet,Authentication Failed,3.82,Low,Defer Recovery,Deferred,0
TX02718,43840.37,NetBanking,Authentication Failed,98.92,High,Retry Payment,Retry Initiated,1
TX02969,34185.17,NetBanking,Authentication Failed,1.98,Low,Defer Recovery,Deferred,0
TX03064,4828.95,Wallet,Authentication Failed,99.94,High,Retry Payment,Retry Initiated,1
TX06866,286.88,UPI,Technical Error,2.88,Low,Defer Recovery,Deferred,0
TX03078,10443.4,Wallet,Insufficient Funds,98.86,High,Generate Payment Link,Payment Link Created,1
TX05341,12664.24,Wallet,Bank Declined,11.74,Low,Defer Recovery,Deferred,1
TX02247,27076.49,UPI,Authentication Failed,1.33,Low,Defer Recovery,Deferred,0
TX07462,27127.91,UPI,Bank Declined,16.83,Low,Defer Recovery,Deferred,0
TX09778,39558.33,UPI,Technical Error,99.2,High,Generate Payment Link,Payment Link Created,1
TX00177,2064.16,NetBanking,Insufficient Funds,24.38,Low,Defer Recovery,Deferred,1
TX05203,35309.23,UPI,Technical Error,99.72,High,Retry Payment,Retry Initiated,1
TX09369,3761.86,Wallet,Technical Error,11.67,Low,Defer Recovery,Deferred,0
TX02205,12375.39,Card,Authentication Failed,1.98,Low,Defer Recovery,Deferred,0
TX01619,8133.12,UPI,Bank Declined,17.76,Low,Defer Recovery,Deferred,0
TX07529,17335.29,Wallet,Timeout,99.08,High,Retry Payment,Retry Initiated,1
TX00861,2588.02,UPI,Insufficient Funds,46.59,Medium,Send Notification,Notification Sent,1
TX08493,11498.08,UPI,Technical Error,6.04,Low,Defer Recovery,Deferred,1
TX05564,14335.37,Card,Technical Error,2.3,Low,Defer Recovery,Deferred,0
TX06420,42586.79,NetBanking,Authentication Failed,7.97,Low,Defer Recovery,Deferred,1
TX00581,22453.79,NetBanking,Insufficient Funds,99.59,High,Generate Payment Link,Payment Link Created,1
TX09585,49725.8,NetBanking,Insufficient Funds,99.77,High,Retry Payment,Retry Initiated,1
TX04283,24467.91,Wallet,Technical Error,98.73,High,Generate Payment Link,Payment Link Created,1
TX03219,39311.84,UPI,Insufficient Funds,99.23,High,Retry Payment,Retry Initiated,1
TX08939,11252.59,NetBanking,Authentication Failed,1.16,Low,Defer Recovery,Deferred,0
TX00986,36161.91,NetBanking,Timeout,49.61,Medium,Send Notification,Notification Sent,1
TX06214,1478.83,Wallet,Technical Error,1.13,Low,Defer Recovery,Deferred,0
TX01209,4165.55,Card,Insufficient Funds,99.92,High,Retry Payment,Retry Initiated,1
TX01827,33683.11,UPI,Authentication Failed,14.82,Low,Defer Recovery,Deferred,1
TX09889,9360.45,UPI,Authentication Failed,20.25,Low,Defer Recovery,Deferred,0
TX08622,41410.73,UPI,Authentication Failed,10.05,Low,Defer Recovery,Deferred,0
TX04859,22218.35,Card,Authentication Failed,29.72,Low,Defer Recovery,Deferred,0
TX09092,43247.42,UPI,Bank Declined,21.91,Low,Defer Recovery,Deferred,1
TX05152,19957.86,Card,Timeout,99.2,High,Generate Payment Link,Payment Link Created,1
TX05799,42966.41,UPI,Timeout,99.77,High,Retry Payment,Retry Initiated,1
TX08891,19479.51,Card,Insufficient Funds,18.46,Low,Defer Recovery,Deferred,1
TX05278,27313.61,UPI,Timeout,3.84,Low,Defer Recovery,Deferred,0
TX03532,4647.75,NetBanking,Insufficient Funds,99.22,High,Generate Payment Link,Payment Link Created,1
TX02576,44067.15,Wallet,Authentication Failed,12.01,Low,Defer Recovery,Deferred,0
TX02142,2289.67,Card,Insufficient Funds,2.66,Low,Defer Recovery,Deferred,0
TX09028,23515.32,Wallet,Authentication Failed,8.4,Low,Defer Recovery,Deferred,0
TX05759,45520.06,NetBanking,Insufficient Funds,10.26,Low,Defer Recovery,Deferred,0
TX07002,40122.92,Wallet,Insufficient Funds,99.4,High,Generate Payment Link,Payment Link Created,1
TX01554,6602.87,NetBanking,Insufficient Funds,1.9,Low,Defer Recovery,Deferred,0
TX08496,44440.77,Wallet,Insufficient Funds,4.88,Low,Defer Recovery,Deferred,0
TX09323,32796.1,NetBanking,Technical Error,17.97,Low,Defer Recovery,Deferred,1
TX06838,34748.36,Wallet,Timeout,1.85,Low,Defer Recovery,Deferred,0
TX06007,18616.13,UPI,Technical Error,99.19,High,Retry Payment,Retry Initiated,1
TX06561,15547.51,UPI,Timeout,16.53,Low,Defer Recovery,Deferred,1
TX06178,36562.27,UPI,Authentication Failed,6.83,Low,Defer Recovery,Deferred,0
TX08160,15921.98,Card,Technical Error,3.74,Low,Defer Recovery,Deferred,0
TX07059,33252.33,Wallet,Authentication Failed,99.32,High,Generate Payment Link,Payment Link Created,1
TX02204,47450.92,Card,Insufficient Funds,29.03,Low,Defer Recovery,Deferred,0
TX07663,38139.71,Wallet,Insufficient Funds,99.77,High,Retry Payment,Retry Initiated,1
TX08406,12244.15,Wallet,Authentication Failed,3.24,Low,Defer Recovery,Deferred,0
TX08024,3417.89,NetBanking,Authentication Failed,95.29,High,Generate Payment Link,Payment Link Created,0
TX09355,44465.9,Wallet,Technical Error,6.49,Low,Defer Recovery,Deferred,0
TX04683,20795.32,Wallet,Authentication Failed,99.35,High,Retry Payment,Retry Initiated,1
TX02523,2911.03,UPI,Bank Declined,97.08,High,Generate Payment Link,Payment Link Created,1
TX04176,27487.2,Wallet,Technical Error,99.45,High,Retry Payment,Retry Initiated,1
TX09440,20413.89,Wallet,Bank Declined,98.42,High,Generate Payment Link,Payment Link Created,1
TX09473,29590.24,NetBanking,Authentication Failed,99.29,High,Retry Payment,Retry Initiated,1
TX02919,39739.77,Card,Authentication Failed,99.72,High,Generate Payment Link,Payment Link Created,1
TX06495,45187.61,UPI,Authentication Failed,23.74,Low,Defer Recovery,Deferred,1
TX05873,43515.75,Wallet,Insufficient Funds,2.47,Low,Defer Recovery,Deferred,0
TX01074,7366.87,NetBanking,Insufficient Funds,99.68,High,Retry Payment,Retry Initiated,1
TX03140,43006.74,UPI,Technical Error,9.1,Low,Defer Recovery,Deferred,1
TX10000,41376.62,Wallet,Bank Declined,99.88,High,Retry Payment,Retry Initiated,1
TX00070,47072.59,UPI,Insufficient Funds,99.39,High,Retry Payment,Retry Initiated,1
TX05207,47785.51,Card,Timeout,98.15,High,Generate Payment Link,Payment Link Created,1
TX09633,5368.58,UPI,Bank Declined,98.7,High,Generate Payment Link,Payment Link Created,1
TX00620,34165.29,NetBanking,Insufficient Funds,5.65,Low,Defer Recovery,Deferred,0
TX09251,49463.89,NetBanking,Timeout,31.4,Low,Defer Recovery,Deferred,1
TX04787,7524.54,UPI,Insufficient Funds,39.77,Low,Defer Recovery,Deferred,1
TX08822,38192.72,UPI,Authentication Failed,12.07,Low,Defer Recovery,Deferred,0
TX08142,17408.16,UPI,Technical Error,61.0,Medium,Send Notification,Notification Sent,1
TX04245,26052.13,NetBanking,Authentication Failed,99.53,High,Generate Payment Link,Payment Link Created,1
TX03935,40973.46,UPI,Timeout,25.75,Low,Defer Recovery,Deferred,1
TX05555,45453.48,NetBanking,Timeout,8.81,Low,Defer Recovery,Deferred,0
TX04230,49921.22,Wallet,Authentication Failed,97.56,High,Generate Payment Link,Payment Link Created,1
TX08626,4135.4,Wallet,Insufficient Funds,99.56,High,Generate Payment Link,Payment Link Created,1
TX01538,8998.74,Card,Technical Error,6.08,Low,Defer Recovery,Deferred,1
TX06189,1253.03,UPI,Timeout,99.86,High,Retry Payment,Retry Initiated,1
TX04214,40502.75,Card,Insufficient Funds,6.65,Low,Defer Recovery,Deferred,0
TX04968,24901.48,Card,Insufficient Funds,19.47,Low,Defer Recovery,Deferred,0
TX00167,9040.28,Card,Technical Error,8.34,Low,Defer Recovery,Deferred,1
TX03795,36641.3,Wallet,Timeout,1.97,Low,Defer Recovery,Deferred,1
TX06890,46405.66,Wallet,Timeout,10.73,Low,Defer Recovery,Deferred,0
TX07980,49882.75,Card,Technical Error,99.63,High,Retry Payment,Retry Initiated,1
TX08592,12421.13,Card,Bank Declined,3.77,Low,Defer Recovery,Deferred,0
TX00187,38118.31,UPI,Authentication Failed,26.54,Low,Defer Recovery,Deferred,1
TX03234,32366.39,UPI,Technical Error,99.78,High,Generate Payment Link,Payment Link Created,1
TX04873,1767.56,Card,Insufficient Funds,11.6,Low,Defer Recovery,Deferred,0
TX07899,47954.45,Wallet,Timeout,11.78,Low,Defer Recovery,Deferred,0
TX00157,14963.18,UPI,Authentication Failed,99.15,High,Generate Payment Link,Payment Link Created,1
TX02529,8319.42,Card,Technical Error,0.78,Low,Defer Recovery,Deferred,0
TX07423,12836.04,Card,Insufficient Funds,67.04,Medium,Send Notification,Notification Sent,1
TX06874,47344.88,Card,Authentication Failed,9.55,Low,Defer Recovery,Deferred,0
TX01213,23387.49,UPI,Insufficient Funds,4.41,Low,Defer Recovery,Deferred,0
TX03607,11081.31,Card,Timeout,99.76,High,Retry Payment,Retry Initiated,1
TX05344,26247.26,NetBanking,Insufficient Funds,7.61,Low,Defer Recovery,Deferred,0
TX00373,30523.13,UPI,Bank Declined,13.7,Low,Defer Recovery,Deferred,0
TX01061,28123.57,NetBanking,Bank Declined,8.4,Low,Defer Recovery,Deferred,1
TX09375,43515.4,NetBanking,Technical Error,23.79,Low,Defer Recovery,Deferred,1
TX01517,33321.69,Card,Authentication Failed,99.78,High,Generate Payment Link,Payment Link Created,1
TX06278,30642.76,NetBanking,Bank Declined,99.26,High,Retry Payment,Retry Initiated,1
TX05900,46211.48,Wallet,Insufficient Funds,24.74,Low,Defer Recovery,Deferred,0
TX06351,6756.62,UPI,Bank Declined,99.61,High,Generate Payment Link,Payment Link Created,1
TX09740,43105.22,Card,Insufficient Funds,91.89,High,Generate Payment Link,Payment Link Created,0
TX04471,9114.68,Wallet,Technical Error,24.24,Low,Defer Recovery,Deferred,0
TX00220,47240.9,Wallet,Bank Declined,38.05,Low,Defer Recovery,Deferred,1
TX07265,15715.99,Card,Bank Declined,6.59,Low,Defer Recovery,Deferred,0
TX06593,18824.53,Wallet,Technical Error,99.73,High,Generate Payment Link,Payment Link Created,1
TX03881,8351.98,UPI,Bank Declined,99.2,High,Generate Payment Link,Payment Link Created,1
TX08056,21768.41,Wallet,Authentication Failed,20.63,Low,Defer Recovery,Deferred,0
TX04525,24231.29,Card,Bank Declined,99.06,High,Retry Payment,Retry Initiated,1
TX04759,29995.06,Card,Timeout,91.01,High,Generate Payment Link,Payment Link Created,0
TX01467,37004.21,Card,Bank Declined,14.63,Low,Defer Recovery,Deferred,0
TX09090,32171.59,UPI,Authentication Failed,3.37,Low,Defer Recovery,Deferred,1
TX08235,45069.34,Card,Technical Error,1.28,Low,Defer Recovery,Deferred,0
TX01589,23021.37,Wallet,Timeout,11.0,Low,Defer Recovery,Deferred,1
TX07780,5435.59,Wallet,Insufficient Funds,23.79,Low,Defer Recovery,Deferred,1
TX06073,14241.54,NetBanking,Timeout,98.84,High,Retry Payment,Retry Initiated,0
TX05842,35149.57,NetBanking,Technical Error,8.17,Low,Defer Recovery,Deferred,0
TX07746,47996.19,NetBanking,Authentication Failed,54.98,Medium,Send Notification,Notification Sent,1
TX06671,43518.26,Wallet,Timeout,3.33,Low,Defer Recovery,Deferred,0
TX02989,40078.46,Card,Authentication Failed,28.55,Low,Defer Recovery,Deferred,1
TX07615,10968.18,Card,Timeout,95.87,High,Generate Payment Link,Payment Link Created,0
TX01684,26388.18,Wallet,Timeout,0.68,Low,Defer Recovery,Deferred,0
TX07252,17836.93,Wallet,Technical Error,1.61,Low,Defer Recovery,Deferred,0
TX09064,12967.71,Wallet,Technical Error,12.34,Low,Defer Recovery,Deferred,0
TX00391,25256.23,Wallet,Insufficient Funds,14.02,Low,Defer Recovery,Deferred,1
TX08773,10310.81,Card,Bank Declined,23.27,Low,Defer Recovery,Deferred,1
TX06612,37282.12,UPI,Technical Error,11.37,Low,Defer Recovery,Deferred,1
TX06120,25559.78,Card,Authentication Failed,25.07,Low,Defer Recovery,Deferred,1
TX00109,20059.15,UPI,Timeout,22.0,Low,Defer Recovery,Deferred,1
TX09603,9580.83,UPI,Bank Declined,2.73,Low,Defer Recovery,Deferred,1
TX04645,46270.71,Card,Bank Declined,99.88,High,Retry Payment,Retry Initiated,1
TX02520,2287.96,NetBanking,Bank Declined,12.09,Low,Defer Recovery,Deferred,1
TX06878,1985.43,UPI,Bank Declined,13.11,Low,Defer Recovery,Deferred,1
TX03069,14511.62,NetBanking,Authentication Failed,23.72,Low,Defer Recovery,Deferred,1
TX07774,39202.77,UPI,Timeout,3.4,Low,Defer Recovery,Deferred,0
TX00934,46814.54,Card,Bank Declined,9.6,Low,Defer Recovery,Deferred,1
TX04124,34529.22,NetBanking,Timeout,99.93,High,Retry Payment,Retry Initiated,1
TX00004,14167.73,Card,Technical Error,96.44,High,Generate Payment Link,Payment Link Created,1
TX02058,37511.31,Wallet,Insufficient Funds,99.93,High,Retry Payment,Retry Initiated,1
TX02941,16882.01,Wallet,Bank Declined,99.11,High,Retry Payment,Retry Initiated,1
TX06513,17210.32,Card,Technical Error,36.77,Low,Defer Recovery,Deferred,1
TX00232,12955.84,NetBanking,Technical Error,14.76,Low,Defer Recovery,Deferred,1
TX03190,10136.71,NetBanking,Timeout,94.59,High,Generate Payment Link,Payment Link Created,1
TX02920,5038.53,NetBanking,Authentication Failed,98.66,High,Generate Payment Link,Payment Link Created,1
TX07143,26722.08,UPI,Authentication Failed,15.92,Low,Defer Recovery,Deferred,1
TX03948,19697.48,UPI,Insufficient Funds,99.41,High,Retry Payment,Retry Initiated,1
TX09081,7766.21,Wallet,Bank Declined,97.09,High,Generate Payment Link,Payment Link Created,1
TX04699,47859.64,Wallet,Authentication Failed,34.24,Low,Defer Recovery,Deferred,1
TX01144,10851.6,Wallet,Bank Declined,15.32,Low,Defer Recovery,Deferred,1
TX06822,20861.9,UPI,Authentication Failed,29.39,Low,Defer Recovery,Deferred,0
TX04312,42226.06,Wallet,Technical Error,34.34,Low,Defer Recovery,Deferred,1
TX02837,30190.39,UPI,Bank Declined,98.32,High,Retry Payment,Retry Initiated,1
TX05871,1985.37,Card,Technical Error,99.66,High,Generate Payment Link,Payment Link Created,1
TX05249,206.83,Card,Timeout,96.28,High,Generate Payment Link,Payment Link Created,1
TX04047,38481.58,UPI,Authentication Failed,99.88,High,Retry Payment,Retry Initiated,1
TX04059,13768.35,Wallet,Timeout,35.3,Low,Defer Recovery,Deferred,1
TX08594,39849.39,Card,Bank Declined,99.85,High,Retry Payment,Retry Initiated,1
TX00267,13116.38,NetBanking,Timeout,10.58,Low,Defer Recovery,Deferred,0
TX04634,46645.68,Card,Authentication Failed,18.13,Low,Defer Recovery,Deferred,0
TX07617,31461.92,NetBanking,Timeout,22.14,Low,Defer Recovery,Deferred,0
TX04208,21493.38,NetBanking,Authentication Failed,12.58,Low,Defer Recovery,Deferred,1
TX04564,16513.1,Wallet,Timeout,99.26,High,Retry Payment,Retry Initiated,1
TX09942,33568.9,UPI,Bank Declined,2.24,Low,Defer Recovery,Deferred,0
TX07883,18386.19,UPI,Authentication Failed,99.62,High,Generate Payment Link,Payment Link Created,1
TX01758,17077.13,Card,Bank Declined,17.86,Low,Defer Recovery,Deferred,1
TX04736,48647.43,Card,Insufficient Funds,7.87,Low,Defer Recovery,Deferred,0
TX07550,17394.24,Card,Technical Error,13.74,Low,Defer Recovery,Deferred,1
TX09162,24501.97,NetBanking,Technical Error,8.17,Low,Defer Recovery,Deferred,1
TX03947,38766.68,UPI,Technical Error,6.85,Low,Defer Recovery,Deferred,0
TX08229,28315.63,Card,Timeout,34.18,Low,Defer Recovery,Deferred,1
TX03782,28971.41,Card,Insufficient Funds,99.65,High,Retry Payment,Retry Initiated,1
TX04216,38312.64,Wallet,Technical Error,1.56,Low,Defer Recovery,Deferred,0
TX08305,46680.29,Wallet,Insufficient Funds,3.15,Low,Defer Recovery,Deferred,0
TX06355,3023.69,NetBanking,Timeout,7.22,Low,Defer Recovery,Deferred,1
TX09400,8588.33,NetBanking,Insufficient Funds,9.91,Low,Defer Recovery,Deferred,0
TX08353,11823.93,Card,Authentication Failed,16.89,Low,Defer Recovery,Deferred,1
TX09571,17337.77,NetBanking,Timeout,94.22,High,Generate Payment Link,Payment Link Created,0
TX02269,34403.1,Wallet,Bank Declined,7.52,Low,Defer Recovery,Deferred,0
TX04405,16184.69,NetBanking,Insufficient Funds,6.14,Low,Defer Recovery,Deferred,0
TX09544,49214.06,Card,Insufficient Funds,16.13,Low,Defer Recovery,Deferred,1
TX09356,49668.71,Card,Bank Declined,99.03,High,Retry Payment,Retry Initiated,1
TX00525,28681.24,NetBanking,Insufficient Funds,4.6,Low,Defer Recovery,Deferred,0
TX00908,5051.96,Card,Bank Declined,97.91,High,Generate Payment Link,Payment Link Created,1
TX07785,44326.16,NetBanking,Technical Error,63.99,Medium,Send Notification,Notification Sent,1
TX01108,18399.42,Card,Bank Declined,19.67,Low,Defer Recovery,Deferred,1
TX04402,36044.11,Card,Authentication Failed,20.92,Low,Defer Recovery,Deferred,1
TX06964,38234.6,Card,Timeout,20.38,Low,Defer Recovery,Deferred,1
TX07061,1996.09,UPI,Technical Error,99.85,High,Retry Payment,Retry Initiated,1
TX00259,24260.23,NetBanking,Timeout,99.85,High,Generate Payment Link,Payment Link Created,1
TX05937,32765.61,Wallet,Bank Declined,19.0,Low,Defer Recovery,Deferred,1
TX07845,274.88,Wallet,Timeout,6.8,Low,Defer Recovery,Deferred,0
TX04632,15409.03,UPI,Authentication Failed,62.15,Medium,Send Notification,Notification Sent,1
TX06142,18904.09,UPI,Technical Error,11.96,Low,Defer Recovery,Deferred,1
TX04595,9483.25,NetBanking,Authentication Failed,49.84,Medium,Send Notification,Notification Sent,1
TX00789,5047.39,Wallet,Technical Error,99.86,High,Generate Payment Link,Payment Link Created,1
TX03710,15161.55,NetBanking,Authentication Failed,99.46,High,Retry Payment,Retry Initiated,1
TX02399,30512.44,UPI,Timeout,13.58,Low,Defer Recovery,Deferred,1
TX03356,14168.65,Card,Bank Declined,97.62,High,Generate Payment Link,Payment Link Created,1
TX00430,3856.41,UPI,Bank Declined,11.75,Low,Defer Recovery,Deferred,1
TX08994,5614.02,Card,Timeout,97.24,High,Generate Payment Link,Payment Link Created,1
TX04159,36001.56,UPI,Insufficient Funds,99.8,High,Retry Payment,Retry Initiated,1
TX03463,17290.84,Wallet,Timeout,6.35,Low,Defer Recovery,Deferred,0
TX01500,36451.85,Wallet,Bank Declined,35.16,Low,Defer Recovery,Deferred,1
TX02918,5553.04,UPI,Bank Declined,15.9,Low,Defer Recovery,Deferred,1
TX06503,45898.35,UPI,Technical Error,71.33,Medium,Send Notification,Notification Sent,1
TX05306,22466.51,Card,Technical Error,17.63,Low,Defer Recovery,Deferred,0
TX08340,41658.87,NetBanking,Authentication Failed,98.95,High,Retry Payment,Retry Initiated,1
TX07930,32271.37,Wallet,Authentication Failed,7.68,Low,Defer Recovery,Deferred,1
TX08952,16295.14,NetBanking,Authentication Failed,34.49,Low,Defer Recovery,Deferred,1
TX05263,40719.44,Wallet,Authentication Failed,55.4,Medium,Send Notification,Notification Sent,1
TX07146,20611.02,NetBanking,Timeout,51.77,Medium,Send Notification,Notification Sent,1
TX02875,32773.31,UPI,Technical Error,11.51,Low,Defer Recovery,Deferred,0
TX01953,7826.65,Wallet,Authentication Failed,99.84,High,Retry Payment,Retry Initiated,1
TX05412,3643.24,Wallet,Insufficient Funds,99.77,High,Retry Payment,Retry Initiated,1
TX09784,21213.36,NetBanking,Bank Declined,1.25,Low,Defer Recovery,Deferred,0
TX01587,19009.9,UPI,Authentication Failed,99.9,High,Retry Payment,Retry Initiated,1
TX07431,30317.96,UPI,Insufficient Funds,4.67,Low,Defer Recovery,Deferred,0
TX04107,26652.69,NetBanking,Authentication Failed,97.72,High,Retry Payment,Retry Initiated,0
TX06165,13197.97,Wallet,Insufficient Funds,99.67,High,Retry Payment,Retry Initiated,1
TX07916,18067.27,Wallet,Technical Error,97.17,High,Generate Payment Link,Payment Link Created,1
TX09002,3259.63,Card,Authentication Failed,98.03,High,Generate Payment Link,Payment Link Created,1
TX08920,38441.41,NetBanking,Timeout,99.46,High,Retry Payment,Retry Initiated,1
TX01024,40111.11,NetBanking,Technical Error,2.26,Low,Defer Recovery,Deferred,0
TX09521,13732.85,Card,Bank Declined,98.4,High,Generate Payment Link,Payment Link Created,0
TX05169,5539.1,Wallet,Insufficient Funds,29.99,Low,Defer Recovery,Deferred,1
TX09417,3092.97,Wallet,Timeout,3.68,Low,Defer Recovery,Deferred,0
TX03919,22768.11,Wallet,Insufficient Funds,26.0,Low,Defer Recovery,Deferred,1
TX06868,5447.12,Card,Authentication Failed,1.75,Low,Defer Recovery,Deferred,0
TX00122,33101.0,NetBanking,Insufficient Funds,52.94,Medium,Send Notification,Notification Sent,1
TX07430,5134.35,Wallet,Timeout,2.93,Low,Defer Recovery,Deferred,0
TX03455,19719.2,Wallet,Timeout,38.58,Low,Defer Recovery,Deferred,1
TX06043,33169.85,Wallet,Insufficient Funds,1.12,Low,Defer Recovery,Deferred,0
TX05546,2493.58,NetBanking,Timeout,92.99,High,Generate Payment Link,Payment Link Created,1
TX08293,9288.09,NetBanking,Technical Error,9.8,Low,Defer Recovery,Deferred,1
TX08964,28192.78,UPI,Bank Declined,99.9,High,Retry Payment,Retry Initiated,1
TX02452,2852.31,NetBanking,Timeout,99.74,High,Retry Payment,Retry Initiated,1
TX02476,42015.91,Wallet,Bank Declined,1.08,Low,Defer Recovery,Deferred,0
TX02711,47210.33,Wallet,Bank Declined,99.88,High,Retry Payment,Retry Initiated,1
TX02743,6904.92,Wallet,Authentication Failed,99.68,High,Retry Payment,Retry Initiated,1
TX09126,44432.74,Wallet,Authentication Failed,17.52,Low,Defer Recovery,Deferred,0
TX03208,22117.36,NetBanking,Timeout,99.95,High,Retry Payment,Retry Initiated,1
TX03450,27147.46,UPI,Insufficient Funds,99.82,High,Generate Payment Link,Payment Link Created,1
TX06314,23817.12,Card,Insufficient Funds,99.71,High,Retry Payment,Retry Initiated,1
